_id,clicksCount,sessionStart,sessionEnd,distinctCategories,numCat,numItems,bought,boughtNumber,duration,dayOfWeek,month,hour,isWeekend,isDuringWork,isAfterWork,isAtNight,hasNoCat,hasGroupCat,hasSpecificCat,hasPromoCat
416,2.0,"2014-04-04T18:51:43.698Z","2014-04-04T18:52:01.905Z","[ 0 ]",1,2,false,0.0,18,6,3,9,false,false,false,false,true,false,false,false
417,2.0,"2014-04-03T22:19:30.404Z","2014-04-03T22:19:52.414Z","[ 0 ]",1,2,false,0.0,22,6,3,1,false,false,false,true,true,false,false,false
418,3.0,"2014-04-03T07:47:35.332Z","2014-04-03T07:59:42.275Z","[ 0 ]",1,3,false,0.0,726,5,3,10,false,true,false,false,true,false,false,false
419,1.0,"2014-04-05T06:33:52.614Z","2014-04-05T06:33:52.614Z","[ 0 ]",1,1,false,0.0,0,7,3,9,true,false,false,false,true,false,false,false
421,2.0,"2014-04-02T11:08:18.122Z","2014-04-02T11:12:33.241Z","[ 0 ]",1,2,false,0.0,255,4,3,2,false,false,false,true,true,false,false,false
422,6.0,"2014-04-02T20:07:22.968Z","2014-04-02T20:14:59.750Z","[ 0 ]",1,4,false,0.0,456,4,3,11,false,true,false,false,true,false,false,false
423,5.0,"2014-04-03T11:48:04.685Z","2014-04-03T11:50:19.518Z","[ 0 ]",1,4,false,0.0,134,5,3,2,false,false,false,true,true,false,false,false
424,2.0,"2014-04-01T09:06:12.456Z","2014-04-01T09:11:55.575Z","[ 0 ]",1,2,false,0.0,343,3,3,0,false,false,false,false,true,false,false,false
426,3.0,"2014-04-07T05:09:35.243Z","2014-04-07T05:16:06.167Z","[ 0 ]",1,3,false,0.0,390,2,3,8,false,false,false,false,true,false,false,false
427,2.0,"2014-04-01T19:48:20.835Z","2014-04-01T19:50:24.540Z","[ 0 ]",1,1,false,0.0,123,3,3,10,false,true,false,false,true,false,false,false
428,2.0,"2014-04-03T15:58:07.064Z","2014-04-03T15:59:02.810Z","[ 0 ]",1,2,false,0.0,55,5,3,6,false,false,false,true,true,false,false,false
429,5.0,"2014-04-06T17:55:24.474Z","2014-04-06T18:04:07.547Z","[ 0 ]",1,4,false,0.0,523,1,3,8,true,false,false,false,true,false,false,false
431,2.0,"2014-04-04T03:33:34.778Z","2014-04-04T03:35:03.012Z","[ 0 ]",1,2,false,0.0,88,6,3,6,false,false,false,true,true,false,false,false
432,10.0,"2014-04-04T10:29:01.926Z","2014-04-04T10:41:46.221Z","[ 0 ]",1,5,true,1.0,764,6,3,1,false,false,false,true,true,false,false,false
433,2.0,"2014-04-01T19:40:47.515Z","2014-04-01T19:40:48.380Z","[ 0 ]",1,1,false,0.0,0,3,3,10,false,true,false,false,true,false,false,false
434,1.0,"2014-04-06T06:20:42.465Z","2014-04-06T06:20:42.465Z","[ 0 ]",1,1,false,0.0,0,1,3,9,true,false,false,false,true,false,false,false
436,2.0,"2014-04-06T05:17:16.938Z","2014-04-06T05:17:38.291Z","[ 0 ]",1,2,false,0.0,21,1,3,8,true,false,false,false,true,false,false,false
437,1.0,"2014-04-05T19:13:16.464Z","2014-04-05T19:13:16.464Z","[ 0 ]",1,1,false,0.0,0,7,3,10,true,false,false,false,true,false,false,false
438,7.0,"2014-04-05T20:59:42.530Z","2014-04-05T21:08:02.959Z","[ 0 ]",1,3,false,0.0,500,7,3,11,true,false,false,false,true,false,false,false
439,5.0,"2014-04-01T11:07:47.597Z","2014-04-01T11:10:16.587Z","[ 0 ]",1,3,false,0.0,148,3,3,2,false,false,false,true,true,false,false,false
441,4.0,"2014-04-02T09:10:56.937Z","2014-04-02T09:14:58.005Z","[ 0 ]",1,4,false,0.0,241,4,3,0,false,false,false,false,true,false,false,false
442,4.0,"2014-04-03T17:23:38.117Z","2014-04-03T17:38:40.856Z","[ 0 ]",1,2,false,0.0,902,5,3,8,false,false,false,false,true,false,false,false
443,2.0,"2014-04-05T12:45:22.968Z","2014-04-05T12:46:00.056Z","[ 0 ]",1,2,false,0.0,37,7,3,3,true,false,false,true,true,false,false,false
444,2.0,"2014-04-04T22:22:45.395Z","2014-04-04T22:22:53.228Z","[ 0 ]",1,1,false,0.0,7,7,3,1,true,false,false,true,true,false,false,false
446,2.0,"2014-04-04T14:00:21.668Z","2014-04-04T14:05:04.477Z","[ 0 ]",1,2,false,0.0,282,6,3,5,false,false,false,true,true,false,false,false
447,4.0,"2014-04-02T20:45:29.066Z","2014-04-02T20:49:13.584Z","[ 0 ]",1,4,false,0.0,224,4,3,11,false,true,false,false,true,false,false,false
448,5.0,"2014-04-07T11:29:06.987Z","2014-04-07T11:31:35.451Z","[ 0 ]",1,3,false,0.0,148,2,3,2,false,false,false,true,true,false,false,false
449,12.0,"2014-04-01T15:33:27.757Z","2014-04-01T15:39:40.389Z","[ 0 ]",1,10,true,2.0,372,3,3,6,false,false,false,true,true,false,false,false
451,3.0,"2014-04-07T11:03:40.387Z","2014-04-07T11:03:40.389Z","[ 0 ]",1,3,false,0.0,0,2,3,2,false,false,false,true,true,false,false,false
452,4.0,"2014-04-07T20:23:24.831Z","2014-04-07T20:32:53.748Z","[ 0 ]",1,1,false,0.0,568,2,3,11,false,true,false,false,true,false,false,false
453,3.0,"2014-04-06T17:26:04.565Z","2014-04-06T17:32:24.843Z","[ 0 ]",1,3,false,0.0,380,1,3,8,true,false,false,false,true,false,false,false
454,1.0,"2014-04-06T18:45:07.593Z","2014-04-06T18:45:07.593Z","[ 0 ]",1,1,false,0.0,0,1,3,9,true,false,false,false,true,false,false,false
456,3.0,"2014-04-01T16:47:29.980Z","2014-04-01T16:52:24.010Z","[ 0 ]",1,3,false,0.0,294,3,3,7,false,false,false,false,true,false,false,false
457,2.0,"2014-04-06T16:05:36.783Z","2014-04-06T16:06:37.790Z","[ 0 ]",1,2,false,0.0,61,1,3,7,true,false,false,false,true,false,false,false
458,2.0,"2014-04-05T16:08:48.357Z","2014-04-05T16:08:56.898Z","[ 0 ]",1,1,false,0.0,8,7,3,7,true,false,false,false,true,false,false,false
459,7.0,"2014-04-03T17:32:50.791Z","2014-04-03T17:40:59.556Z","[ 0 ]",1,3,false,0.0,488,5,3,8,false,false,false,false,true,false,false,false
461,2.0,"2014-04-03T07:44:48.108Z","2014-04-03T07:44:53.481Z","[ 0 ]",1,2,false,0.0,5,5,3,10,false,true,false,false,true,false,false,false
462,8.0,"2014-04-03T11:38:23.233Z","2014-04-03T11:42:05.449Z","[ 0 ]",1,7,false,0.0,222,5,3,2,false,false,false,true,true,false,false,false
463,2.0,"2014-04-04T08:25:26.691Z","2014-04-04T08:26:01.680Z","[ 0 ]",1,2,false,0.0,34,6,3,11,false,true,false,false,true,false,false,false
464,2.0,"2014-04-05T08:51:41.563Z","2014-04-05T08:52:15.004Z","[ 0 ]",1,1,false,0.0,33,7,3,11,true,false,false,false,true,false,false,false
466,2.0,"2014-04-06T16:14:06.487Z","2014-04-06T16:14:57.652Z","[ 0 ]",1,2,false,0.0,51,1,3,7,true,false,false,false,true,false,false,false
467,2.0,"2014-04-06T15:11:41.275Z","2014-04-06T15:12:32.214Z","[ 0 ]",1,2,false,0.0,50,1,3,6,true,false,false,true,true,false,false,false
468,6.0,"2014-04-01T19:40:28.301Z","2014-04-01T19:49:35.655Z","[ 0 ]",1,6,false,0.0,547,3,3,10,false,true,false,false,true,false,false,false
469,10.0,"2014-04-06T20:37:56.761Z","2014-04-06T20:47:29.240Z","[ 0 ]",1,10,false,0.0,572,1,3,11,true,false,false,false,true,false,false,false
471,4.0,"2014-04-06T06:32:02.903Z","2014-04-06T06:38:32.428Z","[ 0 ]",1,4,false,0.0,389,1,3,9,true,false,false,false,true,false,false,false
472,2.0,"2014-04-06T19:20:54.792Z","2014-04-06T19:21:04.421Z","[ 0 ]",1,2,false,0.0,9,1,3,10,true,false,false,false,true,false,false,false
473,2.0,"2014-04-07T18:23:46.993Z","2014-04-07T18:23:48.553Z","[ 0 ]",1,2,false,0.0,1,2,3,9,false,false,false,false,true,false,false,false
474,2.0,"2014-04-03T06:20:06.265Z","2014-04-03T06:20:15.148Z","[ 0 ]",1,2,false,0.0,8,5,3,9,false,false,false,false,true,false,false,false
476,3.0,"2014-04-06T18:25:08.264Z","2014-04-06T18:27:02.586Z","[ 0 ]",1,3,false,0.0,114,1,3,9,true,false,false,false,true,false,false,false
477,3.0,"2014-04-03T17:59:11.171Z","2014-04-03T18:02:29.643Z","[ 0 ]",1,3,false,0.0,198,5,3,8,false,false,false,false,true,false,false,false
478,2.0,"2014-04-07T18:42:41.637Z","2014-04-07T18:45:01.671Z","[ 0 ]",1,2,false,0.0,140,2,3,9,false,false,false,false,true,false,false,false
479,3.0,"2014-04-03T09:09:24.753Z","2014-04-03T09:12:21.847Z","[ 0 ]",1,3,false,0.0,177,5,3,0,false,false,false,false,true,false,false,false
481,7.0,"2014-04-06T11:19:10.795Z","2014-04-06T11:25:29.235Z","[ 0 ]",1,7,false,0.0,378,1,3,2,true,false,false,true,true,false,false,false
482,2.0,"2014-04-07T11:17:08.426Z","2014-04-07T11:17:10.575Z","[ 0 ]",1,1,false,0.0,2,2,3,2,false,false,false,true,true,false,false,false
483,2.0,"2014-04-02T06:11:56.551Z","2014-04-02T06:13:07.934Z","[ 0 ]",1,2,false,0.0,71,4,3,9,false,false,false,false,true,false,false,false
484,6.0,"2014-04-03T12:17:50.055Z","2014-04-03T12:19:24.946Z","[ 0 ]",1,4,true,2.0,94,5,3,3,false,false,false,true,true,false,false,false
486,17.0,"2014-04-01T16:00:15.215Z","2014-04-01T16:54:48.910Z","[ 0 ]",1,9,false,0.0,3273,3,3,7,false,false,false,false,true,false,false,false
487,3.0,"2014-04-06T15:40:59.722Z","2014-04-06T15:42:44.559Z","[ 0 ]",1,2,false,0.0,104,1,3,6,true,false,false,true,true,false,false,false
488,2.0,"2014-04-03T20:22:44.738Z","2014-04-03T20:23:34.746Z","[ 0 ]",1,2,false,0.0,50,5,3,11,false,true,false,false,true,false,false,false
489,2.0,"2014-04-06T12:49:50.895Z","2014-04-06T12:54:12.881Z","[ 0 ]",1,2,false,0.0,261,1,3,3,true,false,false,true,true,false,false,false
491,4.0,"2014-04-05T09:20:35.395Z","2014-04-05T09:23:29.838Z","[ 0 ]",1,4,false,0.0,174,7,3,0,true,false,false,false,true,false,false,false
492,5.0,"2014-04-04T13:47:58.314Z","2014-04-04T13:51:37.145Z","[ 0 ]",1,4,false,0.0,218,6,3,4,false,false,false,true,true,false,false,false
493,4.0,"2014-04-01T21:23:18.000Z","2014-04-01T21:27:12.620Z","[ 0 ]",1,4,false,0.0,234,4,3,0,false,false,false,false,true,false,false,false
494,3.0,"2014-04-01T11:32:43.860Z","2014-04-01T11:36:16.605Z","[ 0 ]",1,3,false,0.0,212,3,3,2,false,false,false,true,true,false,false,false
496,95.0,"2014-04-07T16:46:20.890Z","2014-04-07T18:13:07.197Z","[ 0 ]",1,58,false,0.0,5206,2,3,7,false,false,false,false,true,false,false,false
497,2.0,"2014-04-01T14:47:09.761Z","2014-04-01T14:47:57.255Z","[ 0 ]",1,1,false,0.0,47,3,3,5,false,false,false,true,true,false,false,false
498,3.0,"2014-04-01T14:07:03.195Z","2014-04-01T14:09:19.765Z","[ 0 ]",1,3,false,0.0,136,3,3,5,false,false,false,true,true,false,false,false
499,2.0,"2014-04-04T21:28:53.780Z","2014-04-04T21:34:20.627Z","[ 0 ]",1,1,false,0.0,326,7,3,0,true,false,false,false,true,false,false,false
501,2.0,"2014-04-06T07:48:07.467Z","2014-04-06T07:50:05.607Z","[ 0 ]",1,2,false,0.0,118,1,3,10,true,false,false,false,true,false,false,false
502,2.0,"2014-04-03T19:32:27.866Z","2014-04-03T19:33:35.896Z","[ 0 ]",1,2,false,0.0,68,5,3,10,false,true,false,false,true,false,false,false
503,3.0,"2014-04-07T16:42:57.865Z","2014-04-07T17:14:01.162Z","[ 0 ]",1,3,false,0.0,1863,2,3,7,false,false,false,false,true,false,false,false
504,2.0,"2014-04-02T18:40:19.031Z","2014-04-02T18:40:49.371Z","[ 0 ]",1,2,false,0.0,30,4,3,9,false,false,false,false,true,false,false,false
506,2.0,"2014-04-04T13:55:07.724Z","2014-04-04T13:55:23.317Z","[ 0 ]",1,2,false,0.0,15,6,3,4,false,false,false,true,true,false,false,false
507,4.0,"2014-04-07T10:17:53.058Z","2014-04-07T10:20:20.775Z","[ 0 ]",1,3,true,2.0,147,2,3,1,false,false,false,true,true,false,false,false
508,9.0,"2014-04-06T00:07:30.516Z","2014-04-06T00:23:12.892Z","[ 0 ]",1,6,false,0.0,942,1,3,3,true,false,false,true,true,false,false,false
509,2.0,"2014-04-07T11:43:32.927Z","2014-04-07T11:44:17.731Z","[ 0 ]",1,2,false,0.0,44,2,3,2,false,false,false,true,true,false,false,false
511,8.0,"2014-04-04T20:10:50.628Z","2014-04-04T20:20:43.878Z","[ 0 ]",1,5,false,0.0,593,6,3,11,false,true,false,false,true,false,false,false
512,2.0,"2014-04-05T10:39:00.837Z","2014-04-05T10:39:57.213Z","[ 0 ]",1,2,false,0.0,56,7,3,1,true,false,false,true,true,false,false,false
513,9.0,"2014-04-04T16:18:00.601Z","2014-04-04T16:39:03.486Z","[ 0 ]",1,5,false,0.0,1262,6,3,7,false,false,false,false,true,false,false,false
514,4.0,"2014-04-06T20:06:07.457Z","2014-04-06T20:06:49.325Z","[ 0 ]",1,1,false,0.0,41,1,3,11,true,false,false,false,true,false,false,false
516,5.0,"2014-04-04T03:44:47.401Z","2014-04-04T03:49:32.082Z","[ 0 ]",1,5,false,0.0,284,6,3,6,false,false,false,true,true,false,false,false
517,2.0,"2014-04-04T18:06:32.272Z","2014-04-04T18:10:58.436Z","[ 0 ]",1,1,false,0.0,266,6,3,9,false,false,false,false,true,false,false,false
518,4.0,"2014-04-06T18:30:40.331Z","2014-04-06T18:34:16.703Z","[ 0 ]",1,3,false,0.0,216,1,3,9,true,false,false,false,true,false,false,false
519,2.0,"2014-04-05T13:49:49.672Z","2014-04-05T13:56:02.386Z","[ 0 ]",1,2,false,0.0,372,7,3,4,true,false,false,true,true,false,false,false
521,3.0,"2014-04-07T14:03:25.437Z","2014-04-07T14:05:22.614Z","[ 0 ]",1,3,false,0.0,117,2,3,5,false,false,false,true,true,false,false,false
522,2.0,"2014-04-01T13:49:37.034Z","2014-04-01T13:56:56.883Z","[ 0 ]",1,1,false,0.0,439,3,3,4,false,false,false,true,true,false,false,false
523,2.0,"2014-04-02T17:58:44.171Z","2014-04-02T17:59:16.074Z","[ 0 ]",1,2,false,0.0,31,4,3,8,false,false,false,false,true,false,false,false
524,2.0,"2014-04-04T17:05:24.675Z","2014-04-04T17:08:35.491Z","[ 0 ]",1,2,false,0.0,190,6,3,8,false,false,false,false,true,false,false,false
526,3.0,"2014-04-07T22:12:38.749Z","2014-04-07T22:13:18.075Z","[ 0 ]",1,2,false,0.0,39,3,3,1,false,false,false,true,true,false,false,false
527,2.0,"2014-04-05T13:05:34.690Z","2014-04-05T13:07:30.504Z","[ 0 ]",1,2,false,0.0,115,7,3,4,true,false,false,true,true,false,false,false
528,17.0,"2014-04-06T21:59:55.746Z","2014-04-06T22:29:47.328Z","[ 0 ]",1,17,false,0.0,1791,2,3,0,false,false,false,false,true,false,false,false
529,2.0,"2014-04-07T13:37:10.237Z","2014-04-07T13:38:26.355Z","[ 0 ]",1,2,false,0.0,76,2,3,4,false,false,false,true,true,false,false,false
531,5.0,"2014-04-01T14:54:43.646Z","2014-04-01T15:01:21.372Z","[ 0 ]",1,4,false,0.0,397,3,3,5,false,false,false,true,true,false,false,false
532,3.0,"2014-04-07T20:27:08.838Z","2014-04-07T20:32:03.075Z","[ 0 ]",1,3,false,0.0,294,2,3,11,false,true,false,false,true,false,false,false
533,2.0,"2014-04-05T07:16:19.171Z","2014-04-05T07:16:46.781Z","[ 0 ]",1,1,false,0.0,27,7,3,10,true,false,false,false,true,false,false,false
534,5.0,"2014-04-02T20:11:43.305Z","2014-04-02T20:14:53.472Z","[ 0 ]",1,4,false,0.0,190,4,3,11,false,true,false,false,true,false,false,false
536,11.0,"2014-04-02T10:54:36.530Z","2014-04-02T10:58:17.870Z","[ 0 ]",1,4,true,4.0,221,4,3,1,false,false,false,true,true,false,false,false
537,2.0,"2014-04-06T18:29:46.452Z","2014-04-06T18:30:32.479Z","[ 0 ]",1,2,false,0.0,46,1,3,9,true,false,false,false,true,false,false,false
538,2.0,"2014-04-01T13:04:01.079Z","2014-04-01T13:05:35.558Z","[ 0 ]",1,2,false,0.0,94,3,3,4,false,false,false,true,true,false,false,false
539,5.0,"2014-04-06T16:45:51.859Z","2014-04-06T16:47:25.356Z","[ 0 ]",1,2,false,0.0,93,1,3,7,true,false,false,false,true,false,false,false
541,7.0,"2014-04-02T07:38:38.279Z","2014-04-02T08:36:56.311Z","[ 0 ]",1,6,false,0.0,3498,4,3,10,false,true,false,false,true,false,false,false
542,3.0,"2014-04-02T18:35:44.287Z","2014-04-02T18:36:49.561Z","[ 0 ]",1,3,false,0.0,65,4,3,9,false,false,false,false,true,false,false,false
543,3.0,"2014-04-05T07:57:09.892Z","2014-04-05T07:59:12.044Z","[ 0 ]",1,2,false,0.0,122,7,3,10,true,false,false,false,true,false,false,false
544,9.0,"2014-04-06T18:18:59.218Z","2014-04-06T18:40:16.894Z","[ 0 ]",1,2,false,0.0,1277,1,3,9,true,false,false,false,true,false,false,false
546,4.0,"2014-04-06T08:04:30.973Z","2014-04-06T08:09:22.836Z","[ 0 ]",1,4,false,0.0,291,1,3,11,true,false,false,false,true,false,false,false
547,2.0,"2014-04-03T04:54:10.963Z","2014-04-03T04:56:49.592Z","[ 0 ]",1,2,false,0.0,158,5,3,7,false,false,false,false,true,false,false,false
548,5.0,"2014-04-01T14:39:23.126Z","2014-04-01T14:52:23.986Z","[ 0 ]",1,5,false,0.0,780,3,3,5,false,false,false,true,true,false,false,false
549,9.0,"2014-04-06T08:54:05.319Z","2014-04-06T08:58:28.067Z","[ 0 ]",1,8,false,0.0,262,1,3,11,true,false,false,false,true,false,false,false
551,4.0,"2014-04-01T12:37:54.927Z","2014-04-01T12:41:35.210Z","[ 0 ]",1,4,false,0.0,220,3,3,3,false,false,false,true,true,false,false,false
552,2.0,"2014-04-03T08:29:36.736Z","2014-04-03T08:29:38.445Z","[ 0 ]",1,1,false,0.0,1,5,3,11,false,true,false,false,true,false,false,false
553,2.0,"2014-04-02T13:18:07.931Z","2014-04-02T13:18:49.002Z","[ 0 ]",1,2,false,0.0,41,4,3,4,false,false,false,true,true,false,false,false
554,8.0,"2014-04-08T01:36:10.320Z","2014-04-08T01:51:03.413Z","[ 0 ]",1,8,false,0.0,893,3,3,4,false,false,false,true,true,false,false,false
556,6.0,"2014-04-03T14:49:55.541Z","2014-04-03T14:56:05.406Z","[ 0 ]",1,4,true,5.0,369,5,3,5,false,false,false,true,true,false,false,false
557,3.0,"2014-04-02T11:32:50.129Z","2014-04-02T11:35:42.856Z","[ 0 ]",1,2,false,0.0,172,4,3,2,false,false,false,true,true,false,false,false
558,5.0,"2014-04-05T09:21:55.892Z","2014-04-05T09:31:03.681Z","[ 0 ]",1,4,false,0.0,547,7,3,0,true,false,false,false,true,false,false,false
559,2.0,"2014-04-06T08:27:37.549Z","2014-04-06T08:29:20.271Z","[ 0 ]",1,2,false,0.0,102,1,3,11,true,false,false,false,true,false,false,false
561,5.0,"2014-04-02T08:16:55.388Z","2014-04-02T08:18:34.029Z","[ 0 ]",1,5,false,0.0,98,4,3,11,false,true,false,false,true,false,false,false
562,2.0,"2014-04-07T09:39:57.446Z","2014-04-07T09:43:25.015Z","[ 0 ]",1,2,false,0.0,207,2,3,0,false,false,false,false,true,false,false,false
563,2.0,"2014-04-05T12:12:46.972Z","2014-04-05T12:13:19.661Z","[ 0 ]",1,2,false,0.0,32,7,3,3,true,false,false,true,true,false,false,false
564,33.0,"2014-04-02T10:31:06.940Z","2014-04-02T12:32:01.779Z","[ 0 ]",1,21,false,0.0,7254,4,3,1,false,false,false,true,true,false,false,false
566,4.0,"2014-04-03T21:33:56.700Z","2014-04-03T21:46:27.324Z","[ 0 ]",1,4,false,0.0,750,6,3,0,false,false,false,false,true,false,false,false
567,7.0,"2014-04-01T20:06:25.142Z","2014-04-01T20:12:45.516Z","[ 0 ]",1,6,false,0.0,380,3,3,11,false,true,false,false,true,false,false,false
568,2.0,"2014-04-06T04:48:08.365Z","2014-04-06T04:48:41.244Z","[ 0 ]",1,2,false,0.0,32,1,3,7,true,false,false,false,true,false,false,false
569,2.0,"2014-04-01T17:25:37.882Z","2014-04-01T17:25:58.305Z","[ 0 ]",1,2,false,0.0,20,3,3,8,false,false,false,false,true,false,false,false
571,2.0,"2014-04-03T14:14:52.663Z","2014-04-03T14:15:18.856Z","[ 0 ]",1,2,false,0.0,26,5,3,5,false,false,false,true,true,false,false,false
572,4.0,"2014-04-05T18:15:49.053Z","2014-04-05T18:20:05.899Z","[ 0 ]",1,3,false,0.0,256,7,3,9,true,false,false,false,true,false,false,false
573,6.0,"2014-04-06T19:49:29.761Z","2014-04-06T19:53:44.768Z","[ 0 ]",1,2,false,0.0,255,1,3,10,true,false,false,false,true,false,false,false
574,5.0,"2014-04-07T09:41:41.599Z","2014-04-07T09:50:29.785Z","[ 0 ]",1,4,false,0.0,528,2,3,0,false,false,false,false,true,false,false,false
576,8.0,"2014-04-07T20:05:00.222Z","2014-04-07T20:13:49.037Z","[ 0 ]",1,4,false,0.0,528,2,3,11,false,true,false,false,true,false,false,false
577,5.0,"2014-04-01T06:36:17.022Z","2014-04-01T06:38:25.633Z","[ 0 ]",1,2,false,0.0,128,3,3,9,false,false,false,false,true,false,false,false
578,2.0,"2014-04-02T12:40:58.157Z","2014-04-02T12:42:13.729Z","[ 0 ]",1,2,false,0.0,75,4,3,3,false,false,false,true,true,false,false,false
579,2.0,"2014-04-01T12:46:39.608Z","2014-04-01T12:48:56.047Z","[ 0 ]",1,2,false,0.0,136,3,3,3,false,false,false,true,true,false,false,false
581,3.0,"2014-04-05T19:01:20.452Z","2014-04-05T19:03:46.319Z","[ 0 ]",1,3,false,0.0,145,7,3,10,true,false,false,false,true,false,false,false
582,3.0,"2014-04-03T06:57:38.568Z","2014-04-03T06:59:59.926Z","[ 0 ]",1,3,false,0.0,141,5,3,9,false,false,false,false,true,false,false,false
583,3.0,"2014-04-04T14:52:47.665Z","2014-04-04T14:56:16.990Z","[ 0 ]",1,2,false,0.0,209,6,3,5,false,false,false,true,true,false,false,false
584,7.0,"2014-04-03T14:37:26.083Z","2014-04-03T14:54:39.024Z","[ 0 ]",1,7,false,0.0,1032,5,3,5,false,false,false,true,true,false,false,false
586,2.0,"2014-04-05T18:20:42.060Z","2014-04-05T18:23:30.936Z","[ 0 ]",1,1,false,0.0,168,7,3,9,true,false,false,false,true,false,false,false
587,5.0,"2014-04-02T14:00:14.981Z","2014-04-02T14:06:19.055Z","[ 0 ]",1,3,false,0.0,364,4,3,5,false,false,false,true,true,false,false,false
588,2.0,"2014-04-03T14:38:25.873Z","2014-04-03T14:39:37.964Z","[ 0 ]",1,1,false,0.0,72,5,3,5,false,false,false,true,true,false,false,false
589,10.0,"2014-04-01T18:22:13.682Z","2014-04-01T18:38:14.867Z","[ 0 ]",1,5,false,0.0,961,3,3,9,false,false,false,false,true,false,false,false
591,2.0,"2014-04-04T16:26:45.253Z","2014-04-04T16:30:04.397Z","[ 0 ]",1,2,false,0.0,199,6,3,7,false,false,false,false,true,false,false,false
592,4.0,"2014-04-02T13:50:46.026Z","2014-04-02T13:54:04.762Z","[ 0 ]",1,3,false,0.0,198,4,3,4,false,false,false,true,true,false,false,false
593,3.0,"2014-04-06T09:05:49.990Z","2014-04-06T09:11:52.284Z","[ 0 ]",1,3,true,2.0,362,1,3,0,true,false,false,false,true,false,false,false
594,4.0,"2014-04-01T10:05:53.932Z","2014-04-01T10:07:29.744Z","[ 0 ]",1,4,false,0.0,95,3,3,1,false,false,false,true,true,false,false,false
596,3.0,"2014-04-04T12:45:32.052Z","2014-04-04T12:47:03.783Z","[ 0 ]",1,3,false,0.0,91,6,3,3,false,false,false,true,true,false,false,false
597,3.0,"2014-04-07T20:04:53.066Z","2014-04-07T20:05:19.510Z","[ 0 ]",1,3,false,0.0,26,2,3,11,false,true,false,false,true,false,false,false
598,2.0,"2014-04-03T08:07:40.318Z","2014-04-03T08:08:33.156Z","[ 0 ]",1,2,false,0.0,52,5,3,11,false,true,false,false,true,false,false,false
599,3.0,"2014-04-02T21:59:17.081Z","2014-04-02T22:00:09.788Z","[ 0 ]",1,2,false,0.0,52,5,3,0,false,false,false,false,true,false,false,false
601,2.0,"2014-04-01T20:30:47.573Z","2014-04-01T20:32:13.766Z","[ 0 ]",1,1,false,0.0,86,3,3,11,false,true,false,false,true,false,false,false
602,2.0,"2014-04-02T12:21:58.359Z","2014-04-02T12:22:29.625Z","[ 0 ]",1,1,true,1.0,31,4,3,3,false,false,false,true,true,false,false,false
603,3.0,"2014-04-07T07:27:42.964Z","2014-04-07T08:20:11.532Z","[ 0 ]",1,2,false,0.0,3148,2,3,10,false,true,false,false,true,false,false,false
604,1.0,"2014-04-01T08:44:45.316Z","2014-04-01T08:44:45.316Z","[ 0 ]",1,1,false,0.0,0,3,3,11,false,true,false,false,true,false,false,false
606,3.0,"2014-04-01T19:38:03.859Z","2014-04-01T19:49:09.407Z","[ 0 ]",1,3,false,0.0,665,3,3,10,false,true,false,false,true,false,false,false
607,8.0,"2014-04-01T11:10:44.084Z","2014-04-01T11:14:07.108Z","[ 0 ]",1,7,false,0.0,203,3,3,2,false,false,false,true,true,false,false,false
608,3.0,"2014-04-02T20:01:25.855Z","2014-04-02T20:01:59.459Z","[ 0 ]",1,1,false,0.0,33,4,3,11,false,true,false,false,true,false,false,false
609,3.0,"2014-04-05T15:48:47.673Z","2014-04-05T15:51:32.206Z","[ 0 ]",1,3,false,0.0,164,7,3,6,true,false,false,true,true,false,false,false
611,2.0,"2014-04-03T19:35:34.386Z","2014-04-03T19:35:40.942Z","[ 0 ]",1,1,false,0.0,6,5,3,10,false,true,false,false,true,false,false,false
612,7.0,"2014-04-02T13:50:42.836Z","2014-04-02T14:09:33.071Z","[ 0 ]",1,1,true,1.0,1130,4,3,4,false,false,false,true,true,false,false,false
613,2.0,"2014-04-06T12:36:33.398Z","2014-04-06T12:37:05.577Z","[ 0 ]",1,2,false,0.0,32,1,3,3,true,false,false,true,true,false,false,false
614,10.0,"2014-04-07T08:15:48.048Z","2014-04-07T08:22:13.647Z","[ 0 ]",1,6,false,0.0,385,2,3,11,false,true,false,false,true,false,false,false
616,5.0,"2014-04-01T11:22:12.795Z","2014-04-01T11:25:24.682Z","[ 0 ]",1,2,false,0.0,191,3,3,2,false,false,false,true,true,false,false,false
617,3.0,"2014-04-07T05:46:35.958Z","2014-04-07T05:50:45.249Z","[ 0 ]",1,3,false,0.0,249,2,3,8,false,false,false,false,true,false,false,false
618,7.0,"2014-04-02T10:36:43.537Z","2014-04-02T10:48:57.946Z","[ 0 ]",1,4,true,2.0,734,4,3,1,false,false,false,true,true,false,false,false
619,3.0,"2014-04-06T05:15:18.285Z","2014-04-06T05:18:31.069Z","[ 0 ]",1,2,false,0.0,192,1,3,8,true,false,false,false,true,false,false,false
621,12.0,"2014-04-01T19:29:14.022Z","2014-04-01T19:46:14.089Z","[ 0 ]",1,12,false,0.0,1020,3,3,10,false,true,false,false,true,false,false,false
622,2.0,"2014-04-05T09:32:24.359Z","2014-04-05T09:32:56.313Z","[ 0 ]",1,2,false,0.0,31,7,3,0,true,false,false,false,true,false,false,false
623,2.0,"2014-04-06T20:07:04.303Z","2014-04-06T20:07:51.797Z","[ 0 ]",1,1,false,0.0,47,1,3,11,true,false,false,false,true,false,false,false
